/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:2978: UserWarning: torch.distributed._all_gather_base is a private function and will be deprecated. Please use torch.distributed.all_gather_into_tensor instead.
  warnings.warn(
(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (2102.79, 6217.37)
    train/valid/test-data-iterators-setup ..........: (78921.49, 82822.24)
/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:3387: UserWarning: torch.distributed._reduce_scatter_base is a private function and will be deprecated. Please use torch.distributed.reduce_scatter_tensor instead.
  warnings.warn(
/data/xunjian_yin/mycode/MAP-NEO/Megatron-LM-NEO/megatron/training.py:533: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /opt/conda/conda-bld/pytorch_1716905975447/work/torch/csrc/tensor/python_tensor.cpp:78.)
  key, torch.cuda.FloatTensor([0.0])) + loss_dict[key]
 iteration        1/   51900 | consumed samples:         1024 | elapsed time per iteration (ms): 52794.2 | learning rate: 1.000E-07 | global batch size:  1024 | lm loss: 1.172341E+01 | loss scale: 1.0 | grad norm: 39.729 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3784/   51900 | consumed samples:      3874816 | elapsed time per iteration (ms): 40428.9 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.215168E+00 | loss scale: 1.0 | grad norm: 0.118 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3785/   51900 | consumed samples:      3875840 | elapsed time per iteration (ms): 40420.1 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.198540E+00 | loss scale: 1.0 | grad norm: 0.110 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3786/   51900 | consumed samples:      3876864 | elapsed time per iteration (ms): 40438.5 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.199430E+00 | loss scale: 1.0 | grad norm: 0.119 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3787/   51900 | consumed samples:      3877888 | elapsed time per iteration (ms): 40420.8 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.212639E+00 | loss scale: 1.0 | grad norm: 0.134 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3788/   51900 | consumed samples:      3878912 | elapsed time per iteration (ms): 40424.9 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.212890E+00 | loss scale: 1.0 | grad norm: 0.114 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3789/   51900 | consumed samples:      3879936 | elapsed time per iteration (ms): 40428.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.200582E+00 | loss scale: 1.0 | grad norm: 0.115 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3790/   51900 | consumed samples:      3880960 | elapsed time per iteration (ms): 40417.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.215278E+00 | loss scale: 1.0 | grad norm: 0.129 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3791/   51900 | consumed samples:      3881984 | elapsed time per iteration (ms): 40431.3 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.219785E+00 | loss scale: 1.0 | grad norm: 0.109 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3792/   51900 | consumed samples:      3883008 | elapsed time per iteration (ms): 40407.5 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.203935E+00 | loss scale: 1.0 | grad norm: 0.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3793/   51900 | consumed samples:      3884032 | elapsed time per iteration (ms): 40411.5 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.212815E+00 | loss scale: 1.0 | grad norm: 0.128 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3794/   51900 | consumed samples:      3885056 | elapsed time per iteration (ms): 40436.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.200397E+00 | loss scale: 1.0 | grad norm: 0.142 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3795/   51900 | consumed samples:      3886080 | elapsed time per iteration (ms): 40414.8 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.219000E+00 | loss scale: 1.0 | grad norm: 0.184 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3796/   51900 | consumed samples:      3887104 | elapsed time per iteration (ms): 40415.1 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.202694E+00 | loss scale: 1.0 | grad norm: 0.140 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3797/   51900 | consumed samples:      3888128 | elapsed time per iteration (ms): 40443.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.204143E+00 | loss scale: 1.0 | grad norm: 0.136 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3798/   51900 | consumed samples:      3889152 | elapsed time per iteration (ms): 40424.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.193787E+00 | loss scale: 1.0 | grad norm: 0.158 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3799/   51900 | consumed samples:      3890176 | elapsed time per iteration (ms): 40445.6 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.193944E+00 | loss scale: 1.0 | grad norm: 0.141 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3800/   51900 | consumed samples:      3891200 | elapsed time per iteration (ms): 40447.1 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.208618E+00 | loss scale: 1.0 | grad norm: 0.118 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3801/   51900 | consumed samples:      3892224 | elapsed time per iteration (ms): 40442.9 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.197038E+00 | loss scale: 1.0 | grad norm: 0.108 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3802/   51900 | consumed samples:      3893248 | elapsed time per iteration (ms): 40421.5 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.187743E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3803/   51900 | consumed samples:      3894272 | elapsed time per iteration (ms): 40435.5 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.214120E+00 | loss scale: 1.0 | grad norm: 0.137 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3804/   51900 | consumed samples:      3895296 | elapsed time per iteration (ms): 40421.9 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.188392E+00 | loss scale: 1.0 | grad norm: 0.161 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3805/   51900 | consumed samples:      3896320 | elapsed time per iteration (ms): 40427.4 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.201338E+00 | loss scale: 1.0 | grad norm: 0.121 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3806/   51900 | consumed samples:      3897344 | elapsed time per iteration (ms): 40410.4 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.193814E+00 | loss scale: 1.0 | grad norm: 0.129 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3807/   51900 | consumed samples:      3898368 | elapsed time per iteration (ms): 40408.6 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.198108E+00 | loss scale: 1.0 | grad norm: 0.106 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3808/   51900 | consumed samples:      3899392 | elapsed time per iteration (ms): 40430.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.192585E+00 | loss scale: 1.0 | grad norm: 0.118 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3809/   51900 | consumed samples:      3900416 | elapsed time per iteration (ms): 40442.9 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.205936E+00 | loss scale: 1.0 | grad norm: 0.119 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3810/   51900 | consumed samples:      3901440 | elapsed time per iteration (ms): 40412.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.214287E+00 | loss scale: 1.0 | grad norm: 0.103 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3811/   51900 | consumed samples:      3902464 | elapsed time per iteration (ms): 40426.9 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.211143E+00 | loss scale: 1.0 | grad norm: 0.105 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3812/   51900 | consumed samples:      3903488 | elapsed time per iteration (ms): 40410.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.191898E+00 | loss scale: 1.0 | grad norm: 0.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3813/   51900 | consumed samples:      3904512 | elapsed time per iteration (ms): 40423.4 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.223489E+00 | loss scale: 1.0 | grad norm: 0.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3814/   51900 | consumed samples:      3905536 | elapsed time per iteration (ms): 40422.9 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.192624E+00 | loss scale: 1.0 | grad norm: 0.112 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3815/   51900 | consumed samples:      3906560 | elapsed time per iteration (ms): 40440.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.179416E+00 | loss scale: 1.0 | grad norm: 0.115 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3816/   51900 | consumed samples:      3907584 | elapsed time per iteration (ms): 40433.1 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.185649E+00 | loss scale: 1.0 | grad norm: 0.109 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3817/   51900 | consumed samples:      3908608 | elapsed time per iteration (ms): 40429.3 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.196044E+00 | loss scale: 1.0 | grad norm: 0.116 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3818/   51900 | consumed samples:      3909632 | elapsed time per iteration (ms): 40437.1 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.210761E+00 | loss scale: 1.0 | grad norm: 0.126 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3819/   51900 | consumed samples:      3910656 | elapsed time per iteration (ms): 40433.7 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.201713E+00 | loss scale: 1.0 | grad norm: 0.132 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3820/   51900 | consumed samples:      3911680 | elapsed time per iteration (ms): 40428.8 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.210662E+00 | loss scale: 1.0 | grad norm: 0.134 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3821/   51900 | consumed samples:      3912704 | elapsed time per iteration (ms): 40418.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.222824E+00 | loss scale: 1.0 | grad norm: 0.136 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3822/   51900 | consumed samples:      3913728 | elapsed time per iteration (ms): 40432.4 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.198322E+00 | loss scale: 1.0 | grad norm: 0.199 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3823/   51900 | consumed samples:      3914752 | elapsed time per iteration (ms): 40464.5 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.203668E+00 | loss scale: 1.0 | grad norm: 0.158 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3824/   51900 | consumed samples:      3915776 | elapsed time per iteration (ms): 40418.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.196616E+00 | loss scale: 1.0 | grad norm: 0.110 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3825/   51900 | consumed samples:      3916800 | elapsed time per iteration (ms): 40424.8 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.207582E+00 | loss scale: 1.0 | grad norm: 0.112 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3826/   51900 | consumed samples:      3917824 | elapsed time per iteration (ms): 40422.4 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.213302E+00 | loss scale: 1.0 | grad norm: 0.093 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3827/   51900 | consumed samples:      3918848 | elapsed time per iteration (ms): 40406.6 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.191813E+00 | loss scale: 1.0 | grad norm: 0.079 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3828/   51900 | consumed samples:      3919872 | elapsed time per iteration (ms): 40428.7 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.197030E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3829/   51900 | consumed samples:      3920896 | elapsed time per iteration (ms): 40415.8 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.207939E+00 | loss scale: 1.0 | grad norm: 0.076 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3830/   51900 | consumed samples:      3921920 | elapsed time per iteration (ms): 40423.7 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.185449E+00 | loss scale: 1.0 | grad norm: 0.075 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3831/   51900 | consumed samples:      3922944 | elapsed time per iteration (ms): 40426.7 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.198476E+00 | loss scale: 1.0 | grad norm: 0.081 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3832/   51900 | consumed samples:      3923968 | elapsed time per iteration (ms): 40414.7 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.186924E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3833/   51900 | consumed samples:      3924992 | elapsed time per iteration (ms): 40437.5 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.189321E+00 | loss scale: 1.0 | grad norm: 0.191 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3834/   51900 | consumed samples:      3926016 | elapsed time per iteration (ms): 40406.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.202942E+00 | loss scale: 1.0 | grad norm: 0.112 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3835/   51900 | consumed samples:      3927040 | elapsed time per iteration (ms): 40431.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.189451E+00 | loss scale: 1.0 | grad norm: 0.272 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3836/   51900 | consumed samples:      3928064 | elapsed time per iteration (ms): 40411.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.204545E+00 | loss scale: 1.0 | grad norm: 0.118 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3837/   51900 | consumed samples:      3929088 | elapsed time per iteration (ms): 40412.7 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.202305E+00 | loss scale: 1.0 | grad norm: 0.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3838/   51900 | consumed samples:      3930112 | elapsed time per iteration (ms): 40414.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.201408E+00 | loss scale: 1.0 | grad norm: 0.110 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3839/   51900 | consumed samples:      3931136 | elapsed time per iteration (ms): 40439.5 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.210776E+00 | loss scale: 1.0 | grad norm: 0.115 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3840/   51900 | consumed samples:      3932160 | elapsed time per iteration (ms): 40417.5 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.207986E+00 | loss scale: 1.0 | grad norm: 0.112 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3841/   51900 | consumed samples:      3933184 | elapsed time per iteration (ms): 40423.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.189329E+00 | loss scale: 1.0 | grad norm: 0.140 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3842/   51900 | consumed samples:      3934208 | elapsed time per iteration (ms): 40413.9 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.209475E+00 | loss scale: 1.0 | grad norm: 0.128 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3843/   51900 | consumed samples:      3935232 | elapsed time per iteration (ms): 40412.3 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.209575E+00 | loss scale: 1.0 | grad norm: 0.113 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3844/   51900 | consumed samples:      3936256 | elapsed time per iteration (ms): 40413.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.221006E+00 | loss scale: 1.0 | grad norm: 0.105 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3845/   51900 | consumed samples:      3937280 | elapsed time per iteration (ms): 40413.6 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.214387E+00 | loss scale: 1.0 | grad norm: 0.108 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3846/   51900 | consumed samples:      3938304 | elapsed time per iteration (ms): 40424.4 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.196841E+00 | loss scale: 1.0 | grad norm: 0.110 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3847/   51900 | consumed samples:      3939328 | elapsed time per iteration (ms): 40406.9 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.194018E+00 | loss scale: 1.0 | grad norm: 0.118 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3848/   51900 | consumed samples:      3940352 | elapsed time per iteration (ms): 40418.9 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.186621E+00 | loss scale: 1.0 | grad norm: 0.165 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3849/   51900 | consumed samples:      3941376 | elapsed time per iteration (ms): 40414.4 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.198171E+00 | loss scale: 1.0 | grad norm: 0.117 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3850/   51900 | consumed samples:      3942400 | elapsed time per iteration (ms): 40434.5 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.200984E+00 | loss scale: 1.0 | grad norm: 0.106 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3851/   51900 | consumed samples:      3943424 | elapsed time per iteration (ms): 40396.1 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.189124E+00 | loss scale: 1.0 | grad norm: 0.106 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3852/   51900 | consumed samples:      3944448 | elapsed time per iteration (ms): 40431.5 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.205627E+00 | loss scale: 1.0 | grad norm: 0.105 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3853/   51900 | consumed samples:      3945472 | elapsed time per iteration (ms): 40414.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.214584E+00 | loss scale: 1.0 | grad norm: 0.115 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3854/   51900 | consumed samples:      3946496 | elapsed time per iteration (ms): 40423.7 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.183761E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3855/   51900 | consumed samples:      3947520 | elapsed time per iteration (ms): 40408.4 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.196338E+00 | loss scale: 1.0 | grad norm: 0.080 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3856/   51900 | consumed samples:      3948544 | elapsed time per iteration (ms): 40424.5 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.224782E+00 | loss scale: 1.0 | grad norm: 0.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3857/   51900 | consumed samples:      3949568 | elapsed time per iteration (ms): 40425.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.193732E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3858/   51900 | consumed samples:      3950592 | elapsed time per iteration (ms): 40427.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.210145E+00 | loss scale: 1.0 | grad norm: 0.095 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3859/   51900 | consumed samples:      3951616 | elapsed time per iteration (ms): 40405.8 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.209217E+00 | loss scale: 1.0 | grad norm: 0.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3860/   51900 | consumed samples:      3952640 | elapsed time per iteration (ms): 40425.9 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.219083E+00 | loss scale: 1.0 | grad norm: 0.108 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3861/   51900 | consumed samples:      3953664 | elapsed time per iteration (ms): 40422.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.207613E+00 | loss scale: 1.0 | grad norm: 0.121 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3862/   51900 | consumed samples:      3954688 | elapsed time per iteration (ms): 40421.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.220484E+00 | loss scale: 1.0 | grad norm: 0.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3863/   51900 | consumed samples:      3955712 | elapsed time per iteration (ms): 40427.4 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.194023E+00 | loss scale: 1.0 | grad norm: 0.109 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3864/   51900 | consumed samples:      3956736 | elapsed time per iteration (ms): 40422.4 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.210452E+00 | loss scale: 1.0 | grad norm: 0.462 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3865/   51900 | consumed samples:      3957760 | elapsed time per iteration (ms): 40423.5 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.181634E+00 | loss scale: 1.0 | grad norm: 0.099 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3866/   51900 | consumed samples:      3958784 | elapsed time per iteration (ms): 40427.9 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.198376E+00 | loss scale: 1.0 | grad norm: 0.105 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3867/   51900 | consumed samples:      3959808 | elapsed time per iteration (ms): 40427.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.191322E+00 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3868/   51900 | consumed samples:      3960832 | elapsed time per iteration (ms): 40415.8 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.192668E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3869/   51900 | consumed samples:      3961856 | elapsed time per iteration (ms): 40414.4 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.199292E+00 | loss scale: 1.0 | grad norm: 0.101 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3870/   51900 | consumed samples:      3962880 | elapsed time per iteration (ms): 40403.3 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.180221E+00 | loss scale: 1.0 | grad norm: 0.093 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3871/   51900 | consumed samples:      3963904 | elapsed time per iteration (ms): 40419.9 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.196095E+00 | loss scale: 1.0 | grad norm: 0.107 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3872/   51900 | consumed samples:      3964928 | elapsed time per iteration (ms): 40422.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.181379E+00 | loss scale: 1.0 | grad norm: 0.109 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3873/   51900 | consumed samples:      3965952 | elapsed time per iteration (ms): 40395.9 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.208320E+00 | loss scale: 1.0 | grad norm: 0.108 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3874/   51900 | consumed samples:      3966976 | elapsed time per iteration (ms): 40408.3 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.187886E+00 | loss scale: 1.0 | grad norm: 0.193 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3875/   51900 | consumed samples:      3968000 | elapsed time per iteration (ms): 40404.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.216579E+00 | loss scale: 1.0 | grad norm: 0.113 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3876/   51900 | consumed samples:      3969024 | elapsed time per iteration (ms): 40422.7 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.201090E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3877/   51900 | consumed samples:      3970048 | elapsed time per iteration (ms): 40403.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.198321E+00 | loss scale: 1.0 | grad norm: 0.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3878/   51900 | consumed samples:      3971072 | elapsed time per iteration (ms): 40430.8 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.193119E+00 | loss scale: 1.0 | grad norm: 0.098 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3879/   51900 | consumed samples:      3972096 | elapsed time per iteration (ms): 40397.6 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.189991E+00 | loss scale: 1.0 | grad norm: 0.115 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3880/   51900 | consumed samples:      3973120 | elapsed time per iteration (ms): 40410.1 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.186141E+00 | loss scale: 1.0 | grad norm: 0.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3881/   51900 | consumed samples:      3974144 | elapsed time per iteration (ms): 40425.4 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.198948E+00 | loss scale: 1.0 | grad norm: 0.092 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3882/   51900 | consumed samples:      3975168 | elapsed time per iteration (ms): 40409.3 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.186960E+00 | loss scale: 1.0 | grad norm: 0.110 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3883/   51900 | consumed samples:      3976192 | elapsed time per iteration (ms): 40417.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.201891E+00 | loss scale: 1.0 | grad norm: 0.124 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3884/   51900 | consumed samples:      3977216 | elapsed time per iteration (ms): 40436.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.195430E+00 | loss scale: 1.0 | grad norm: 0.111 | number of skipped iterations:   0 | number of nan iterations:   0 |
